feature,cluster,mean,variance,min,max
bridges_per_km,1,0.7470610322267156,1.0579661282401671,0.0,3.633971250042362
tunnels_per_km,1,0.0,0.0,0.0,0.0
bearing_std,1,88.39305997749744,603.6116853521563,32.630275929665004,136.3347136265575
turns_per_km,1,3.2504205321179427,1.4597414520274123,1.0745980692850294,7.649600361654066
mean_circuity,1,2.54239708493456,1.8237279204166326,1.1629003064820018,9.92510173840426
edge_length_std,1,141.02595043102423,8134.358086947765,40.19195539158031,379.388945029032
edges_per_km,1,10.780019764384551,15.583327382969973,3.938688467567936,22.09884548922286
free_flow_time,2,2.486273304241435,1.4309861721708679,0.4430572228891556,6.416909513985582
total_length,2,1516.658286677382,497777.36606298236,369.0315082596762,3898.9113403502593
mean_speed,2,32.379826282639094,17.82748213853405,21.108,44.11694117647059
speed_std,2,8.810314396182102,10.637851946543197,0.0,16.176753502817217
speed_range,2,24.959798319327742,135.30806965389553,0.0,59.97600000000001
pct_high_speed,2,0.15077233370122337,0.025480583221197253,0.0,0.8817144199946423
pct_paved,2,0.5668557997530542,0.06033386460642675,0.0,1.0
pct_unpaved,2,0.0023027373765205843,0.0006310093316017634,0.0,0.2740257478059495
pct_motorway,2,0.0,0.0,0.0,0.0
pct_trunk,2,0.0,0.0,0.0,0.0
pct_primary,2,0.46469260871489126,0.04119137294243244,0.0345543529333582,1.0
pct_secondary,2,0.07994794270331931,0.015779006438276025,0.0,0.7828661470771121
pct_tertiary,2,0.09569004435005658,0.03576635651501913,0.0,0.6948758266716292
pct_unclassified,2,0.0014479524202283924,6.326349341949754e-05,0.0,0.0559114515327312
pct_residential,2,0.3320543916981912,0.053433711518075216,0.0,0.9654456470666416
pct_lit,2,0.0,0.0,0.0,0.0
lane_changes_per_km,2,1.5660823867060316,0.6613428448914717,0.0,5.419591431181159
priority_changes_per_km,2,13.213761453304931,55.28792873737128,0.0,46.06652716503985
yield_priority_changes_per_km,2,0.9272433493478216,0.5539922584546969,0.0,3.279456130958527
traffic_lights_per_km,2,1.2645215052984116,0.83531237633558,0.0,5.419591431181159
bridges_per_km,2,5.131126219278717,12.250910214818964,0.0,15.480367718770545
tunnels_per_km,2,0.0,0.0,0.0,0.0
bearing_std,2,90.87365798238436,751.6319243359118,45.57417651058942,160.98801160800687
turns_per_km,2,6.559860603707434,3.473051549000116,3.2236907545837314,12.982365414856798
mean_circuity,2,2.5523165858383865,3.275414309969276,1.117666657465044,9.10984357463432
edge_length_std,2,58.2388581068505,885.0539982775197,25.79228474750088,166.76468205007728
edges_per_km,2,18.865035445903075,27.07861200016274,7.998197740802021,32.02688227833712
