cluster,n_routes,n_ods,free_flow_time_min,free_flow_time_max,free_flow_time_mean,free_flow_time_std,free_flow_time_median,total_length_min,total_length_max,total_length_mean,total_length_std,total_length_median,mean_speed_min,mean_speed_max,mean_speed_mean,mean_speed_std,mean_speed_median,speed_std_min,speed_std_max,speed_std_mean,speed_std_std,speed_std_median,pct_high_speed_min,pct_high_speed_max,pct_high_speed_mean,pct_high_speed_std,pct_high_speed_median,traffic_lights_per_km_min,traffic_lights_per_km_max,traffic_lights_per_km_mean,traffic_lights_per_km_std,traffic_lights_per_km_median
0,276,276,0.6784682369797603,7.131270586014082,2.7108428839170293,1.0583457414645,2.571596798562426,728.8426551256465,5307.641155229818,2297.653265011157,768.111024128761,2222.8662220796627,31.239,65.38292307692308,44.96731487537286,5.3476218525220585,44.14147058823529,0.0,25.82195456583409,10.75547894394743,3.8660396178644607,10.153261586411793,0.0274574898177468,1.0,0.6923193446735862,0.18041528533543918,0.7124253139728014,0.0,2.547991327946338,1.308989322689732,0.5746401365097779,1.3528469081658492
1,284,284,0.2906476122774264,5.914226374520989,2.0259491094429563,0.8484159084667819,1.9645325333785608,515.8286092345058,4490.542411478345,1977.8213034537612,674.1043150878816,1945.6312862175923,39.328800000000015,75.54800000000002,50.15348990227856,6.784725067703183,48.492820512820515,0.0,27.986187907609,9.121294654348446,5.2078572619755334,8.969083071280735,0.4299508463557298,1.0,0.8543926609795545,0.13377327202421246,0.8726567230698581,0.0,4.716980173580463,1.8927512957321355,0.7237171049568015,1.8602554043067072
2,303,303,0.0,6.5908042915049165,2.31275707787386,1.053106085351224,2.1794590406356926,220.1391582496537,4939.536169452717,2044.9380984787917,789.3854611928546,1910.936814651684,31.41771428571429,73.99440000000001,47.11085600859385,7.015764213554666,45.55599999999999,0.0,28.251924305101355,11.488327460887223,4.7265684174481475,10.25514832657237,0.0295877716221132,1.0,0.7421656628267339,0.17596074993471228,0.7437765219753286,0.0,3.6558963565808575,1.6198510428106592,0.6694527562874747,1.6174912690294254
3,293,293,0.6950945588519336,9.066888137881232,3.356411646316043,1.2829100209968016,3.1787851117355235,1067.926750483232,5842.368181941098,2719.3336908390097,913.2649422531675,2696.778067335053,31.989600000000006,72.21600000000001,45.284203382543964,5.8986048301380505,44.1952258064516,3.6544049036744695,24.7506138625172,11.5949931816913,3.6404356528719473,10.257361969855856,0.126020981597653,1.0,0.6910820915559495,0.17215492273392294,0.6923509024248811,0.0,2.926235171662268,1.2936625244680373,0.5460362170193835,1.301324719674271
