,0,1,2,3
0,,0.3285587056425946,0.3137377227730116,0.2929809884208727
1,0.3285587056425946,,0.3818462151858305,0.2841571307242845
2,0.3137377227730116,0.3818462151858305,,0.3109669396564032
3,0.2929809884208727,0.2841571307242845,0.3109669396564032,
