feature,cluster,mean,variance,min,max
free_flow_time,global,4.062122524516334,7.651685612570483,0.1138455382152861,16.447558085700052
total_length,global,2839.1473568630813,4905757.125661069,135.25472097850715,12332.564680538118
mean_speed,global,35.37449526412878,35.49413742311394,18.888,61.239
speed_std,global,9.673100676428746,46.3135207892528,0.0,27.35985358812501
speed_range,global,28.295368577075106,426.7535895315255,0.0,79.99199999999999
lane_changes_per_km,global,0.5145763817912085,0.6228295764786481,0.0,6.134492584623104
priority_changes_per_km,global,6.106532109589764,45.273759057985,0.0,55.21043326160793
yield_priority_changes_per_km,global,0.5109403133666993,0.2854907235076286,0.0,4.089661723082069
traffic_lights_per_km,global,0.34546760705742124,0.3667625606220605,0.0,5.419591431181159
turns_per_km,global,0.9660181264777185,0.821433046559711,0.0,7.275244115657159
left_yield_turns_per_km,global,0.2719634915242379,0.16696979887165206,0.0,4.089661723082069
free_flow_time,0,2.518661602849042,1.3733139649562573,0.1138455382152861,8.98414590494484
total_length,0,1514.6569708396564,365884.32642364886,135.25472097850715,4521.140253719854
mean_speed,0,30.27508942911425,0.4023483967723143,28.268689655172405,32.59878260869567
speed_std,0,1.907814546722385,11.533529729069643,0.0,18.265898226738173
speed_range,0,7.240580838323354,151.1458673597525,0.0,69.98400000000001
lane_changes_per_km,0,0.2392438768482933,0.31451538104355925,0.0,2.9625427391956403
priority_changes_per_km,0,2.8343442675802297,23.496321421891263,0.0,25.224526477206457
yield_priority_changes_per_km,0,0.2221332148193813,0.14540140226433113,0.0,1.967945149389688
traffic_lights_per_km,0,0.21017588034270232,0.3430069500800484,0.0,4.225861394770724
turns_per_km,0,0.5344536546510806,0.5254577728590935,0.0,3.404917830877056
left_yield_turns_per_km,0,0.07883965253566838,0.05888527538531183,0.0,1.967945149389688
free_flow_time,1,4.493584216109543,9.045621702506052,0.5447562322265118,12.49816958943813
total_length,1,4106.022350570087,6370413.429283017,619.4705146914174,11379.736816403689
mean_speed,1,48.15182260158386,14.367178304592635,44.27853061224489,61.239
speed_std,1,17.309115337325395,17.554009122465732,0.0,24.59285426383252
speed_range,1,46.77559731543625,200.97705195851125,0.0,79.99199999999999
lane_changes_per_km,1,0.21261129917934507,0.0754836198091999,0.0,1.614281836316518
priority_changes_per_km,1,5.095216594463445,18.58720268531589,0.0,53.2713005984451
yield_priority_changes_per_km,1,0.5459128162220765,0.19128426822079836,0.0,3.228563672633036
traffic_lights_per_km,1,0.09141918054533885,0.07083413551998743,0.0,1.46451390348235
turns_per_km,1,0.9032520183391144,0.5055492889679303,0.0,4.842845508949554
left_yield_turns_per_km,1,0.35838466437367905,0.12119329913742295,0.0,1.657425480091379
free_flow_time,2,6.387141855861029,11.588301475416248,0.4893750012604033,16.447558085700052
total_length,2,4817.3591396569445,7022705.066739829,395.95120619644354,12332.564680538118
mean_speed,2,40.45142582674033,3.045910258784522,37.08812903225806,44.243100000000005
speed_std,2,16.13669212184305,5.016672746392795,9.400879057770265,27.35985358812501
speed_range,2,46.0965966101695,109.00762978455168,20.016000000000005,69.98400000000001
lane_changes_per_km,2,0.2687987437109141,0.18589741030383036,0.0,3.5262843360497125
priority_changes_per_km,2,5.129966261285172,16.122358038608603,0.0,34.97356346696555
yield_priority_changes_per_km,2,0.5396420140099337,0.13295594432682845,0.0,3.1431300572444067
traffic_lights_per_km,2,0.17456619121244013,0.10650919191219989,0.0,2.049815473970183
turns_per_km,2,0.8774714775524495,0.31705860730217034,0.0,4.659874371421729
left_yield_turns_per_km,2,0.3047003337949884,0.11175226462539609,0.0,3.1431300572444067
free_flow_time,3,3.086669153603306,2.1204293491026758,0.4430572228891556,8.748090115722677
total_length,3,1483.846006859431,502142.7869065187,369.0315082596762,4113.887512997119
mean_speed,3,26.427646611975767,5.976343802461991,18.888,30.496500000000005
speed_std,3,8.72942382962442,8.346337406158973,0.0,16.176753502817217
speed_range,3,24.161915492957746,85.8895344267872,0.0,39.99600000000001
lane_changes_per_km,3,2.23400725272146,1.0533557084198941,0.5865029721083663,6.134492584623104
priority_changes_per_km,3,19.79431575250415,82.2536929626099,7.424053860554426,55.21043326160793
yield_priority_changes_per_km,3,1.1946537966369617,0.45323402505499616,0.0,4.089661723082069
traffic_lights_per_km,3,1.1514354371447106,0.9439675065232386,0.0,5.419591431181159
turns_per_km,3,2.5375690524733674,1.6111702932879064,0.8248948733949363,7.275244115657159
left_yield_turns_per_km,3,0.5137733394776708,0.47937364459808335,0.0,4.089661723082069
free_flow_time,4,3.472246877376725,2.117101724389068,0.4154763273199848,12.421998060268184
total_length,4,2198.970756918543,821092.9680238301,317.12253377411764,9258.48630494524
mean_speed,4,34.31677082538712,1.9439639724082267,31.28516129032259,37.68646153846156
speed_std,4,10.33211650710547,11.047468583815732,5.542179441338941,26.029641718625328
speed_range,4,30.741073457394723,236.44836709753997,20.016000000000005,69.98400000000001
lane_changes_per_km,4,0.8883360866380977,0.6507119119355329,0.0,4.130326399635617
priority_changes_per_km,4,8.95654657138314,45.05298792295001,0.0,37.30609257783889
yield_priority_changes_per_km,4,0.702836002997191,0.39380311482309965,0.0,3.3110802454113304
traffic_lights_per_km,4,0.6260246108575681,0.37525720973516224,0.0,2.5284697097684448
turns_per_km,4,1.3235295202881365,0.8250118525957817,0.0,5.739398858129061
left_yield_turns_per_km,4,0.41116522304826175,0.23743138184572588,0.0,2.7578106622084544
