sumo_id,from,to,priority,type,speed,lanes,allow,disallow,osmid,has_traffic_light,surface,bridge,tunnel,lit,bearing,length
-137971488#0,1512826451,1512711369,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,137971488,0,,,,,262.4060644035849,62.98873399312064
-137971488#1,1512711301,1512826451,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,137971488,0,,,,,262.4060644035849,
-137971488#2,9721176878,1512711301,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,137971488,0,,,,,262.4060644035849,
-137971488#3,1512711396,9721176878,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,137971488,0,,,,,262.4060644035849,
-137971488#4,9721176879,1512711396,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,137971488,0,,,,,262.4060644035849,
-137971489,1512826508,1512826312,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,137971489,0,,,,,283.8572321921232,289.18940168591485
-137971491#0,1512826205,7653281207,10,highway.tertiary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,137971491,0,,,,,69.26887892295073,
-137971491#1,1512826350,1512826205,10,highway.tertiary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,137971491,0,,,,,69.26887892295073,49.840745149005926
-137971492,11527789803,1512826375,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,137971492,0,,,,,156.33628839997002,67.18722198809195
-137971493#0,10286033817,1512711334,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,137971493,0,,,,,3.594765414974074,41.1934038707848
-137971493#1,2130656840,10286033817,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,137971493,0,,,,,3.594765414974074,
-137971493#2,3730764173,2130656840,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,137971493,0,,,,,3.594765414974074,56.43007967259791
-137971493#3,9721176880,3730764173,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,137971493,0,,,,,3.594765414974074,66.0768392228293
-137971493#4,2130656805,9721176880,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,137971493,0,,,,,3.594765414974074,
-137971493#5,1512826191,2130656805,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,137971493,0,,,,,3.594765414974074,38.31517160519345
-137971495#0,3257591560,2130789483,10,highway.tertiary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,137971495,0,asphalt,,,,4.956938520669211,98.19374351059295
-137971495#1,1512711468,3257591560,10,highway.tertiary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,137971495,0,asphalt,,,,4.956938520669211,156.33169872031928
-137971495#2,10286033948,1512711468,10,highway.tertiary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,137971495,0,asphalt,,,,4.956938520669211,21.522540954209934
-137971500,1512826321,1512826451,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,137971500,0,,,,,289.8875037930419,147.2664639964158
-137971508#0,2008944925,1512826361,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,137971508,0,,,,,246.52639564221124,
-137971508#1,1512826445,2008944925,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,137971508,0,,,,,246.52639564221124,48.9915068979274
-137971508#2,5327911441,1512826445,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,137971508,0,,,,,246.52639564221124,64.85130201612118
-137971508#3,7501910960,5327911441,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,137971508,0,,,,,246.52639564221124,
-137971508#4,2130656787,7501910960,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,137971508,0,,,,,246.52639564221124,43.649354198213004
-137971508#5,10286033772,2130656787,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,137971508,0,,,,,246.52639564221124,17.741255816570963
-13938923#0,5916786141,131850797,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,13938923,0,,,,,350.47989962487037,188.27855535619054
-13938923#1,430938903,5916786141,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,13938923,0,,,,,350.47989962487037,
-13938923#2,131850709,430938903,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,13938923,0,,,,,350.47989962487037,118.44116406638828
-151204889#0,2129468735,1640283288,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,151204889,0,asphalt,,,,202.6006938286647,
-151204889#1,1640283279,2129468735,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,151204889,0,asphalt,,,,202.6006938286647,259.3406076586488
-151204912#0,5343910329,1640283302,12,highway.primary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,151204912,0,asphalt,yes,,,203.00974712391005,112.96445421871562
-151204912#1,5343910328,5343910329,12,highway.primary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,151204912,0,asphalt,yes,,,203.00974712391005,
-151204912#2,5343910326,5343910328,12,highway.primary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,151204912,0,asphalt,yes,,,203.00974712391005,
-151204921,1640283278,1640283281,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,151204921,0,asphalt,,,,22.649385611139703,262.00264471286613
-151204951#0,5343909917,9672883118,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,151204951,0,,,,,112.78073663162553,
-151204951#1,5343910323,5343909917,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,151204951,0,,,,,112.78073663162553,
-151204951#2,5343909915,5343910323,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,151204951,0,,,,,112.78073663162553,
-151204951#3,1640283287,5343909915,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,151204951,0,,,,,112.78073663162553,
-151204951#4,11137538010,1640283287,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,151204951,0,,,,,112.78073663162553,
-151204951#5,9719037124,11137538010,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,151204951,0,,,,,112.78073663162553,
-151204951#6,1640283281,9719037124,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,151204951,0,,,,,112.78073663162553,
-151204951#7,7252905909,1640283281,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,151204951,0,,,,,112.78073663162553,73.53500664944534
-151204951#8,1640283279,7252905909,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,151204951,0,,,,,112.78073663162553,
-151204953,2129467974,5343910326,12,highway.primary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,151204953,0,asphalt,yes,,,2.815436992181627,303.67431643924687
-151204955#0,5343909907,1640283304,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,151204955,0,,,,,202.69029473914205,
-151204955#1,5343909905,5343909907,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,151204955,0,,,,,202.69029473914205,
-151204955#2,5343909903,5343909905,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,151204955,0,,,,,202.69029473914205,
-151204955#3,1640283316,5343909903,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,151204955,0,,,,,202.69029473914205,174.9546024081044
-151204955#4,1640283317,1640283316,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,151204955,0,,,,,202.69029473914205,
-151204957#0,1640283304,1640283297,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,151204957,0,,,,,112.22315816099064,108.8534708103707
-151204957#1,5343909898,1640283304,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,151204957,0,,,,,112.22315816099064,153.67093561947948
-151204961,1640283280,1640283287,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,151204961,0,,,,,151.48973428905424,343.1097671249479
-161055915,195502930,2271865595,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,161055915,0,,,,,246.3698513469003,1319.1528773502457
-161848243#0,8564606740,1738027170,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,161848243,0,,,,,263.08189734229137,760.692408911264
-161848243#1,8152280175,8564606740,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,161848243,0,,,,,263.08189734229137,67.3731140263833
-161848243#2,8152280170,8152280175,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,161848243,0,,,,,263.08189734229137,
-161848243#3,1738029690,8152280170,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,161848243,0,,,,,263.08189734229137,105.22205384419274
-161848243#4,1738029691,1738029690,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,161848243,0,,,,,263.08189734229137,107.2757467912146
