sumo_id,from,to,priority,type,speed,lanes,allow,disallow,osmid,has_traffic_light,surface,bridge,tunnel,lit,bearing,length
110035897#1,1809293932,1809293930,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,110035897.0,0,,,,,33.7581187648125,120.44738253433906
110035897#2,1809293930,1809293917,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,110035897.0,0,,,,,33.7581187648125,182.21995510791487
110035897#3,1809293917,1809293909,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,110035897.0,0,,,,,33.7581187648125,52.81195010354343
1164653913,10831842158,2873502385,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,1164653913.0,0,,,,,102.61021420798967,27.344204650380856
1164653914,9357796890,890533919,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,1164653914.0,0,asphalt,,,,355.07959218754513,67.74443753459956
1164659921,4171317849,4171317850,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,1164659921.0,0,,,,,84.28181111017827,
1164659923,10831872439,10831872438,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,1164659923.0,0,,,,,343.535028511306,5.7671266929120435
1164659926,2873502387,10831872482,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,1164659926.0,0,asphalt,,,,337.68427541613187,30.368908064022776
1164659927#1,890533919,2873502387,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,1164659927.0,0,asphalt,,,,355.07959218754513,34.22094279082037
1164659928,2873502387,890533910,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,1164659928.0,0,,,,,19.949787898368744,27.063076827537788
1164659929,890533910,10831872482,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,1164659929.0,0,,,,,277.3901279181217,21.757309816473892
1197063689,11107612625,9357796890,12,highway.primary,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,1197063689.0,0,asphalt,,,,253.62632265662427,
1200809291,1171084201,1171084202,2,highway.living_street,10.008,1,,tram rail_urban rail rail_electric rail_fast ship,1200809291.0,0,,,,,257.98322985576306,
1200809292,1171084086,1351126049,12,highway.primary,29.988,2,,tram rail_urban rail rail_electric rail_fast ship,1200809292.0,0,asphalt,,,yes,39.90086232719928,54.13056708367654
120509990,847832020,847832017,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,120509990.0,0,asphalt,yes,,,351.4416261385444,138.82926281993468
120509991,847832017,847832016,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,120509991.0,0,asphalt,,,,15.104714280159067,41.726845211170435
120511142#0,2866251561,1171084434,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,120511142.0,0,asphalt,,,,343.47236288154977,
120511142#1,1171084434,1162051790,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,120511142.0,0,asphalt,,,,343.47236288154977,
120511142#2,1162051790,171981971,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,120511142.0,0,asphalt,,,,343.47236288154977,42.20148001150827
120511144#0,171981765,1174807080,12,highway.primary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,120511144.0,0,asphalt,,,yes,306.38514752358094,206.57161457244914
120511144#1,1174807080,1174985966,12,highway.primary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,120511144.0,0,asphalt,,,yes,306.38514752358094,
120511144#2,1174985966,1178035607,12,highway.primary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,120511144.0,0,asphalt,,,yes,306.38514752358094,125.44535348509618
120511144#3,1178035607,1174807042,12,highway.primary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,120511144.0,0,asphalt,,,yes,306.38514752358094,145.46927822367303
120511144#4,1174807042,171981665,12,highway.primary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,120511144.0,0,asphalt,,,yes,306.38514752358094,38.42043494529469
120511145,533971671,171981782,12,highway.primary,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,120511145.0,0,asphalt,yes,,yes,5.28887283024992,132.5954426881942
120511301,847832020,847832024,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,120511301.0,0,asphalt,,,,100.87380068818646,244.85998723385097
120511302,1351127441,1171034321,2,highway.living_street,10.008,1,,tram rail_urban rail rail_electric rail_fast ship,120511302.0,0,,,,,160.65867517257084,
120511706,1174770038,1351131445,2,highway.living_street,10.008,1,,tram rail_urban rail rail_electric rail_fast ship,120511706.0,0,,,,,82.52828713389518,321.58734176332206
120511930,890533931,171982040,11,highway.secondary,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,120511930.0,0,,,,,171.49033260659053,85.99039845766433
120511932#0,1161457771,1351133106,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,120511932.0,0,asphalt,,,yes,236.74231830196814,88.5202130545007
