sumo_id,from,to,priority,type,speed,lanes,allow,disallow,has_traffic_light,type_clean,length,bearing,start_x,start_y,end_x,end_y
-1020078541,9408274285,503844951,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,70.49534155656262,47.41333643285259,4806.41,4234.23,4811.85,4239.23
-1020078545,715102475,715102015,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,30.30755021442654,315.45450668260844,5844.11,4737.53,5822.85,4759.13
-1020078546#0,9408274299,9408274298,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,22.3875384942574,122.74881957660074,5599.75,4683.92,5616.79,4672.96
-1020078546#1,9408274298,9408274299,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,42.772359150693134,302.74881957660074,5616.79,4672.96,5599.75,4683.92
-1020078546#2,504616234,9408274298,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,8.127810283219494,230.04099067155997,5623.02,4678.18,5616.79,4672.96
-1020078548,504616146,504616147,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,104.1164160927565,43.78973322808963,5448.47,4586.72,5520.52,4661.88
-1020092133,928462539,928462517,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,79.91620209850743,199.17970128904037,4882.91,4310.3,4860.61,4246.19
-1020092137#0,504616035,504616027,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,90.03167581409872,232.8522966081709,5079.69,4448.45,5014.59,4399.13
-1020092137#1,504616046,504616035,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,196.60828914133094,234.76711627789365,5232.66,4556.49,5079.69,4448.45
-1020092138,504616091,504616046,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,54.61847489632062,153.61791187914628,5208.39,4605.42,5232.66,4556.49
-1020092139#0,9408274302,504616065,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,151.0237821008054,288.5648415487329,5557.4,4706.4,5425.17,4750.81
-1020092139#1,504616089,9408274302,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,57.517847447837184,41.681493328548186,5519.79,4664.16,5557.4,4706.4
-1020092140,503842403,504616065,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,56.04036134787173,346.06046445551397,5438.67,4696.42,5425.17,4750.81
-1020092141,504616114,504616110,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,66.47553806566802,260.3488667394787,5477.35,4815.41,5412.43,4804.37
-1020092142,504616065,504616110,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,55.0543476938919,346.6200368729388,5425.17,4750.81,5412.43,4804.37
-1020092143,504616110,504616134,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,97.02814722995294,295.66335243929416,5412.43,4804.37,5353.26,4832.8
-1024348862#0,1851422686,1851422644,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,24.321870687466557,220.5289025610422,4959.67,2331.37,4944.05,2313.1
-1024348862#1,1225032964,1851422686,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,51.73942404008758,227.85145629073662,4998.03,2366.09,4959.67,2331.37
-1024348863,1485578195,2296267150,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,106.85007782921824,204.3533211149864,4854.12,2133.41,4810.54,2037.13
-1024971939#0,4853656751,9450914607,12,highway.primary,50.004000000000005,2,,tram rail_urban rail rail_electric rail_fast ship,0,primary,50.977835379701844,160.35298030715808,1279.49,2268.58,1296.63,2220.57
-1024971939#1,7740134414,4853656751,12,highway.primary,50.004000000000005,2,,tram rail_urban rail rail_electric rail_fast ship,0,primary,3.8137121024009297,161.66006896644353,1278.29,2272.2,1279.49,2268.58
-1025315534,258848203,9453797895,10,highway.tertiary,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,26.496825191178587,37.549631128605654,4918.78,1599.04,4934.5,1619.49
-1025315535#0,8500131001,258848203,10,highway.tertiary,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,10.661824421739443,352.0750945463452,4920.25,1588.48,4918.78,1599.04
-1025315535#1,9453797896,8500131001,10,highway.tertiary,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,5.846383497513739,339.89130012486385,4922.26,1582.99,4920.25,1588.48
-1025474680,5411416324,1225032290,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,61.32020386635962,107.03567300631408,5267.4,2142.13,5323.86,2124.83
-1025474681,1225032290,1225049506,4,highway.unclassified,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,134.4866265515027,95.31553847512072,5323.86,2124.83,5456.92,2112.45
-1025474682#0,1225033400,9455157436,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,62.5489312268521,111.08561166278423,5538.35,2128.38,5596.6,2105.92
-1025474682#1,1225049506,1225033400,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,83.95242972636676,78.93112332107575,5456.92,2112.45,5538.35,2128.38
-1025474683,9455157436,1225035779,4,highway.unclassified,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,124.40873591859577,115.83784524716168,5596.6,2105.92,5708.55,2051.71
-1025474684,4934644007,1225048604,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,100.54941568881658,113.11177879293791,5832.33,1994.52,5924.79,1955.06
-1034110351#0,486608890,258848137,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,9.719079174489655,186.32066131393069,4852.76,3625.6,4851.69,3615.94
-106488416,343596103,1225035890,10,highway.tertiary,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,1544.0242262120055,190.60878206079747,444.74,1511.29,161.67,0.0
-106488548,1225035779,4934644007,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,136.54278032724068,114.7983255952343,5708.55,2051.71,5832.33,1994.52
-1076634450,504616190,504616198,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,25.858866951201957,312.6805848945678,5680.69,4499.12,5661.68,4516.65
-1116499321#1,241790299,241790243,12,highway.primary,29.988,2,,tram rail_urban rail rail_electric rail_fast ship,0,primary,191.66690513710424,354.91008840395034,2964.06,4630.25,2947.68,4814.15
-1116499322,241790243,241790241,12,highway.primary,29.988,2,,tram rail_urban rail rail_electric rail_fast ship,0,primary,59.599833537713316,329.42303617275513,2947.68,4814.15,2917.44,4865.33
-1116499323#0,712614884,241790227,12,highway.primary,50.004000000000005,2,,tram rail_urban rail rail_electric rail_fast ship,0,primary,30.07353155184851,355.48001381572305,2831.66,5760.44,2829.29,5790.42
-1116499323#1,241790235,712614884,12,highway.primary,50.004000000000005,2,,tram rail_urban rail rail_electric rail_fast ship,0,primary,481.0170252272495,355.85956018074614,2866.39,5280.68,2831.66,5760.44
-1116499324#0,699691251,715102342,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,19.092333539931527,257.78367611639413,3138.23,4961.25,3119.57,4957.21
-1116499324#1,4085448982,699691251,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,3.7029717795305257,259.41836447905143,3141.87,4961.93,3138.23,4961.25
-1116499324#2,715102810,4085448982,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,16.79680029053139,260.7844232861071,3158.45,4964.62,3141.87,4961.93
-1116499328#0,2721315989,715102688,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,19.52576246910687,350.7161687395275,3157.36,4734.76,3154.21,4754.03
-1116499328#1,715101848,2721315989,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,24.561223503726303,351.47730876704395,3161.0,4710.47,3157.36,4734.76
-1116499329,715102379,715101848,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,84.45829390483928,343.000525431977,3185.69,4629.71,3161.0,4710.47
-1116499330#0,715101875,715102379,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,123.8647845608017,7.8354776518123685,3170.73,4521.0,3185.69,4629.71
-1116499331#0,715102166,715101509,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,87.27211619466365,308.8890193218506,3283.34,4587.1,3216.49,4641.02
-1116499332#0,715101776,715102379,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,13.922600331834515,245.01791259733596,3198.31,4635.59,3185.69,4629.71
-1116499332#1,4859658726,715101776,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,3.7071012934638907,250.29419285013876,3201.8,4636.84,3198.31,4635.59
-1116499332#2,715101509,4859658726,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,15.353781012044829,254.11643961370982,3216.49,4641.02,3201.8,4636.84
-1157449877,503845666,503845658,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,29.51975214919601,198.80189999071845,5203.32,4391.35,5194.09,4364.24
-1157449878#0,258848150,258848145,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,278.9134147911981,203.33338267283153,5016.1,4339.08,4916.84,4108.97
-1157449878#1,503842389,258848150,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,152.27699337219116,232.355118643999,5128.5,4425.78,5016.1,4339.08
-1157449879,503842389,504616035,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,53.817768550208896,294.9127007381078,5128.5,4425.78,5079.69,4448.45
-1163710302,713881718,713881697,3,highway.residential,10.008,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,32.74170984813974,327.0652553758476,3025.69,4241.52,3007.96,4268.89
-116495427#0,4085448082,1313123195,4,highway.unclassified,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,3.610235449385414,25.07441934181213,5930.14,1913.49,5931.67,1916.76
-116495427#1,486608790,4085448082,4,highway.unclassified,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,462.65588426050056,23.349405391944515,5747.06,1489.39,5930.14,1913.49
-118134141,713881698,713880876,4,highway.unclassified,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,911.9342833089075,104.11008078225984,1429.36,2449.32,2301.82,2230.01
-118134142,1893447532,713881249,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,457.8716770001663,263.85043204102357,2600.5,2734.13,2147.39,2685.31
-1189845996,11048178534,715102492,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,92.11073374865023,338.99919193730193,3344.65,6267.71,3320.55,6330.49
-1201006889#0,1225048068,486608790,4,highway.unclassified,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,891.7678466169955,303.1656608864473,6471.53,1015.93,5747.06,1489.39
-1201006889#2,3223953674,1225048068,4,highway.unclassified,79.992,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,38.87357265301271,317.5031397795849,6497.78,987.28,6471.53,1015.93
-1208350414,11196406067,713881294,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,132.94764119757838,128.6147136150205,489.12,2684.03,593.0,2601.06
-1216309710,11270058862,715101797,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,63.08706127249845,17.461298671869145,3683.29,3781.03,3702.22,3841.21
-1238123690,1850677570,471531821,12,highway.primary,50.004000000000005,2,,tram rail_urban rail rail_electric rail_fast ship,0,primary,31.4973963666229,341.52477902218857,3310.11,3899.86,3300.13,3929.73
-1238123695#0,715101837,1850677574,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,65.08678821389185,286.45809612677147,3479.92,3906.16,3417.5,3924.6
-1238123695#1,6992929304,715101837,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,59.949389488134145,286.7029059495944,3537.34,3888.93,3479.92,3906.16
-1238123695#2,715101797,6992929304,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,171.64676751981048,286.14163868051986,3702.22,3841.21,3537.34,3888.93
-1242838379,11550046512,11550046511,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,6.3192167236137795,217.99426685040774,633.49,2894.04,629.6,2889.06
-1242838382,11550046536,11550046520,12,highway.primary,69.98400000000001,2,,tram rail_urban rail rail_electric rail_fast ship,0,primary,241.96255020147237,126.99208450746073,350.47,3101.44,543.73,2955.85
-1242838383,11550046521,9450914608,12,highway.primary,69.98400000000001,2,,tram rail_urban rail rail_electric rail_fast ship,0,primary,455.3731878212802,127.0113224393802,716.74,2825.36,1080.36,2551.24
-1246074623,11584381699,11584381698,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,23.51576917729895,15.413252259615263,4545.53,3782.92,4551.78,3805.59
-125835951#0,715101831,10211731936,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,35.133191138942365,220.76445930376187,3064.25,4912.66,3041.37,4886.12
-125835951#1,715102012,715101831,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,23.755761406446297,155.34446059651168,3054.34,4934.25,3064.25,4912.66
-125835958,715102492,4851913794,4,highway.unclassified,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,58.91172013878882,280.00911648714407,3320.55,6330.49,3263.04,6340.64
-125835961,715102004,715102492,4,highway.unclassified,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,211.41376004786807,285.8383061508497,3517.1,6274.73,3320.55,6330.49
-1259750654#0,258848135,6828301573,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,75.84707377348181,326.42097472773094,4842.46,3343.2,4800.51,3406.39
-1259750654#1,1590006659,258848135,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,61.5992632569072,322.5942071251338,4879.74,3294.45,4842.46,3343.2
-1259750654#2,258848129,1590006659,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,350.87394349202424,303.3065180322715,5171.64,3102.66,4879.74,3294.45
-1259750655,6828301573,11711679529,11,highway.secondary,100.00800000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,6.9813036031963245,326.92452393760874,4800.51,3406.39,4796.7,3412.24
-1264978470#0,241790236,241790235,12,highway.primary,29.988,2,,tram rail_urban rail rail_electric rail_fast ship,0,primary,136.85578404404453,355.3225821411181,2877.55,5144.28,2866.39,5280.68
-1264978470#1,241790241,241790236,12,highway.primary,29.988,2,,tram rail_urban rail rail_electric rail_fast ship,0,primary,282.92545975123727,351.86184620489024,2917.44,4865.33,2877.55,5144.28
-1264978471,11751535864,715102518,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,12.511598618881823,179.08407835595256,3085.89,5448.84,3086.09,5436.33
-1264978472,6992929312,11751535867,10,highway.tertiary,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,15.720321243537311,134.25259408102215,3890.31,2824.84,3901.57,2813.87
-1303547646#0,12072164210,12072164207,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,42.658663269058856,14.735259501494966,1410.92,2409.17,1421.64,2449.93
-1303547646#1,12072164209,12072164210,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,20.87967911630842,20.08391735608683,1403.75,2389.56,1410.92,2409.17
-1303547647,12072164211,12072164210,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,12.692206269991084,107.42134903128681,1398.81,2412.97,1410.92,2409.17
-131894398,1450933033,1450930158,3,highway.residential,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,430.4624985302773,275.5189936723531,572.66,2413.08,169.86,2452.0
-135254264,2383233256,1485578096,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,62.89433347164598,317.9510478648029,5059.39,1900.49,5017.81,1946.59
-135254267,1485578143,1485578122,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,46.074143575814304,227.5148419651624,5020.89,2003.75,4987.02,1972.73
-135254268,1485578168,1485578154,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,51.00448570783721,127.57067283819322,5050.42,2051.96,5090.34,2021.25
-135254272,1485577985,1485578003,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,44.48550445866921,318.10463966682926,4768.11,1791.31,4743.96,1818.23
-135254275,1485578071,1485578073,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,45.3911339164558,90.32149038761736,4659.06,1929.22,4700.05,1928.99
-135254276#0,1485578096,1485578094,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,17.42564202547496,277.1535643183947,5017.81,1946.59,5000.52,1948.76
-135254276#1,1485578129,1485578096,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,61.442438916435684,230.0905544525293,5064.94,1986.01,5017.81,1946.59
-135254276#2,1485578154,1485578129,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,43.68928466270476,215.7830018312685,5090.34,2021.25,5064.94,1986.01
-135254276#3,1485578162,1485578154,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,25.55975149577739,236.96246106387548,5110.96,2034.66,5090.34,2021.25
-135254276#4,1485578152,1485578162,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,84.73500967790673,287.8264906043653,5191.47,2008.77,5110.96,2034.66
-135254279#0,1485578178,1485578144,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,95.46344642417105,170.72485027156233,4934.51,2098.82,4949.84,2004.95
-135254279#1,1485578195,1485578178,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,87.51582828266,113.28111701071447,4854.12,2133.41,4934.51,2098.82
-135254283#0,1485578122,1485578137,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,38.47462601003937,309.873310294691,4987.02,1972.73,4957.93,1997.03
-135254283#1,1485578094,1485578122,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,28.098623754685388,330.6116142862163,5000.52,1948.76,4987.02,1972.73
-135254283#2,2383233255,1485578094,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,34.6895920669093,16.645202124366506,4990.63,1915.68,5000.52,1948.76
-135254283#3,700351531,2383233255,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,29.99121249421709,18.628269994023242,4981.05,1887.26,4990.63,1915.68
-135254285,1485578132,1485578071,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,127.09547239997491,122.32027546285508,4557.68,1993.36,4659.06,1929.22
-135254288,1485577948,1485577923,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,46.244956481761214,150.82987066822102,4898.94,1733.52,4921.48,1693.14
-135254289#0,1485578029,700351531,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,34.63322129660926,21.23497047759463,4968.6,1855.22,4981.05,1887.26
-135254289#1,1485578024,1485578029,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,6.290000000000242,46.99713135190672,4964.0,1850.93,4968.6,1855.22
-135254289#10,1485577913,7921277486,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,6.0626809251355365,66.26780600165966,4883.08,1675.3,4888.63,1677.74
-135254289#2,1485577997,1485578024,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,56.95741707104554,33.5754875777065,4933.32,1804.71,4964.0,1850.93
-135254289#3,8399184144,1485577997,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,27.996190204578088,328.79346619415924,4947.58,1781.17,4933.32,1804.71
-135254289#4,8399184163,8399184144,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,10.633179204734693,324.531224937972,4953.75,1772.51,4947.58,1781.17
-135254289#5,1485577964,8399184163,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,9.700871094907027,324.5241151158371,4959.38,1764.61,4953.75,1772.51
-135254289#6,1485577945,1485577964,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,43.442412427006616,6.473488602077168,4954.51,1721.69,4959.38,1764.61
-135254289#7,1485577923,1485577945,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,44.430586298504956,49.160988521226045,4921.48,1693.14,4954.51,1721.69
-135254289#8,1485577922,1485577923,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,9.391363053358509,60.95132162015699,4913.27,1688.58,4921.48,1693.14
-135254289#9,7921277486,1485577922,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,26.919049017378278,66.25362262695614,4888.63,1677.74,4913.27,1688.58
-135254291,1485578106,1485578129,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,56.27321920771923,301.9276765023192,5112.7,1956.25,5064.94,1986.01
-135254292,1485578016,1485578029,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,59.45109082262455,290.4894943883793,5024.29,1834.41,4968.6,1855.22
-135254293,1485578013,1485577997,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,37.46230772389751,112.62221790914907,4898.74,1819.12,4933.32,1804.71
-135254294,1485578038,1485578024,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,37.94056668000625,121.90133432773297,4931.79,1870.98,4964.0,1850.93
-135254295#0,1485578175,1485578194,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,38.97851972561309,29.42581501952833,4998.28,2092.73,5017.43,2126.68
-135254295#1,1485578178,1485578175,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,68.63216962620461,95.45517165240739,4934.51,2098.82,4998.28,2092.73
-135254296#0,1485578106,1485578081,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,25.270702404167423,211.7025643742128,5112.7,1956.25,5099.42,1934.75
-135254296#1,1485578116,1485578106,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,12.765794331192692,229.90456099979292,5122.38,1964.4,5112.7,1956.25
-135254298,1485577904,1485577922,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,33.97883903034382,347.51294613914274,4920.35,1656.61,4913.27,1688.58
-135254299,1485577919,1485577945,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,36.56840474705051,340.03902715009315,4966.59,1688.43,4954.51,1721.69
-135254301,1485577963,1485577964,3,highway.residential,20.016,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,39.359963983519094,284.4281529679953,4994.75,1755.51,4959.38,1764.61
-136492764#0,6992871129,1485578134,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,73.81965591900301,26.086035464438964,4918.14,1929.69,4950.6,1995.99
-136492764#1,700351564,6992871129,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,23.96919424954383,7.916401722391811,4914.85,1906.03,4918.14,1929.69
-145622122#0,471531838,258848136,11,highway.secondary,69.98400000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,314.14369413122307,149.47509457611886,4624.92,3701.55,4784.25,3431.33
-145622122#1,2234702844,471531838,11,highway.secondary,69.98400000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,34.64023238952071,129.34177639838265,4598.13,3723.51,4624.92,3701.55
-145622122#2,2234702784,2234702844,11,highway.secondary,69.98400000000001,1,,tram rail_urban rail rail_electric rail_fast ship,0,secondary,33.984101904250934,122.15555902116762,4569.37,3741.59,4598.13,3723.51
-154901400#0,1225036381,631758481,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,251.54569373296414,307.22733742055425,4006.24,6287.99,3806.62,6439.66
-154901400#1,1225047680,1225036381,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,394.64582598195676,325.2084454065613,4229.09,5967.25,4006.24,6287.99
-154901400#2,4023126459,1225047680,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,986.636033941207,292.4138916790191,5138.04,5592.35,4229.09,5967.25
-154901400#3,10931261462,4023126459,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,95.12565013119726,287.95303485035447,5228.53,5563.03,5138.04,5592.35
-154901400#4,4023126458,10931261462,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,359.70724088923123,276.5117545469677,5583.96,5522.46,5228.53,5563.03
-154901400#5,924484726,4023126458,4,highway.unclassified,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,unclassified,413.14763078111986,257.44322808266304,5983.09,5611.36,5583.96,5522.46
-174375407#0,471527420,471527386,10,highway.tertiary,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,27.965839876535128,139.64092708098678,3725.2,3400.67,3743.31,3379.36
-174375407#1,471527415,471527420,10,highway.tertiary,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,358.89273595889466,123.28807041111122,3427.14,3596.37,3725.2,3400.67
-174375407#2,715102568,471527415,10,highway.tertiary,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,72.70288789909422,131.52667388665543,3373.14,3644.19,3427.14,3596.37
-174375407#3,471949608,715102568,10,highway.tertiary,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,240.8522184681561,169.51844364058547,3335.26,3848.94,3373.14,3644.19
-174375407#4,471531830,471949608,10,highway.tertiary,29.988,1,,tram rail_urban rail rail_electric rail_fast ship,0,tertiary,14.89405921835961,191.97385174284537,3338.35,3863.51,3335.26,3848.94
-174375409,1850677574,715102396,3,highway.residential,50.004000000000005,1,,tram rail_urban rail rail_electric rail_fast ship,0,residential,20.101109422119094,287.6958057635075,3417.5,3924.6,3398.35,3930.71
