city,Mean paths,Std paths,Min paths,Max paths,Total agents
bussy_saint_georges,6.34593837535014,11.70137746301526,1,100,714
othis,6.1578313253012045,9.696250758166373,1,83,830
saint_arnoult,3.744186046511628,5.379491269661576,1,43,215
